Cluster,Agency,Year,PT/FT,Gender,Headcount
Health,Health Agency 6,2017,Part-Time,Female," 2,147 "
Health,Health Agency 7,2017,Part-Time,Female, 8 
Health,Health Agency 8,2017,Part-Time,Female, 15 
Health,Health Agency 9,2017,Part-Time,Female, 158 
Industry,Industry Agency 1,2017,Part-Time,Female, 390 
Industry,Industry Agency 2,2017,Part-Time,Female, 5 
Industry,Industry Agency 3,2017,Part-Time,Female, 58 
Industry,Industry Agency 4,2017,Part-Time,Female, 19 
Industry,Industry Agency 5,2017,Part-Time,Female, 153 
Industry,Industry Agency 6,2017,Part-Time,Female, 15 
Industry,Industry Agency 7,2017,Part-Time,Female, 883 
Industry,Industry Agency 8,2017,Part-Time,Female, 44 
Justice,Justice Agency 1,2017,Part-Time,Female, 33 
Justice,Justice Agency 10,2017,Part-Time,Female, 97 
Justice,Justice Agency 11,2017,Part-Time,Female, 57 
Justice,Justice Agency 12,2017,Part-Time,Female, 33 
Justice,Justice Agency 13,2017,Part-Time,Female, 6 
Justice,Justice Agency 14,2017,Part-Time,Female, 35 
Justice,Justice Agency 2,2017,Part-Time,Female, 86 
Justice,Justice Agency 3,2017,Part-Time,Female, 882 
Justice,Justice Agency 4,2017,Part-Time,Female, 11 
Justice,Justice Agency 5,2017,Part-Time,Female, 7 
Justice,Justice Agency 6,2017,Part-Time,Female, 267 
Justice,Justice Agency 7,2017,Part-Time,Female, 69 
Justice,Justice Agency 8,2017,Part-Time,Female, 22 
Justice,Justice Agency 9,2017,Part-Time,Female," 1,900 "
Planning & Environment,Planning & Environment Agency 1,2017,Part-Time,Female, 63 
Planning & Environment,Planning & Environment Agency 2,2017,Part-Time,Female, 161 
Planning & Environment,Planning & Environment Agency 3,2017,Part-Time,Female, 92 
Planning & Environment,Planning & Environment Agency 4,2017,Part-Time,Female, 16 
Planning & Environment,Planning & Environment Agency 5,2017,Part-Time,Female, 649 
Planning & Environment,Planning & Environment Agency 6,2017,Part-Time,Female, 17 
Planning & Environment,Planning & Environment Agency 7,2017,Part-Time,Female, 123 
Planning & Environment,Planning & Environment Agency 8,2017,Part-Time,Female, 135 
Premier & Cabinet,Premier & Cabinet Agency 1,2017,Part-Time,Female, 6 
Premier & Cabinet,Premier & Cabinet Agency 10,2017,Part-Time,Female, 10 
Premier & Cabinet,Premier & Cabinet Agency 11,2017,Part-Time,Female, 17 
Premier & Cabinet,Premier & Cabinet Agency 2,2017,Part-Time,Female, 80 
Premier & Cabinet,Premier & Cabinet Agency 3,2017,Part-Time,Female, 18 
Premier & Cabinet,Premier & Cabinet Agency 4,2017,Part-Time,Female, 27 
Premier & Cabinet,Premier & Cabinet Agency 5,2017,Part-Time,Female, 10 
Premier & Cabinet,Premier & Cabinet Agency 6,2017,Part-Time,Female, 6 
Premier & Cabinet,Premier & Cabinet Agency 7,2017,Part-Time,Female, 6 
Premier & Cabinet,Premier & Cabinet Agency 8,2017,Part-Time,Female, 58 
Premier & Cabinet,Premier & Cabinet Agency 9,2017,Part-Time,Female, 50 
Transport,Transport Agency 1,2017,Part-Time,Female, 132 
Transport,Transport Agency 2,2017,Part-Time,Female, 25 
Transport,Transport Agency 3,2017,Part-Time,Female, 783 
Transport,Transport Agency 4,2017,Part-Time,Female, 79 
Transport,Transport Agency 5,2017,Part-Time,Female, 206 
Transport,Transport Agency 6,2017,Part-Time,Female, 205 
Treasury,Treasury Agency 1,2017,Part-Time,Female, 69 
Treasury,Treasury Agency 2,2017,Part-Time,Female, 6 
Treasury,Treasury Agency 3,2017,Part-Time,Female, 42 
Education,Education Agency 1,2017,Part-Time,Male, 6 
Education,Education Agency 2,2017,Part-Time,Male," 1,712 "
Education,Education Agency 3,2017,Part-Time,Male," 2,211 "
Education,Education Agency 4,2017,Part-Time,Male," 3,512 "
Family & Community Services,Family & Community Services Agency 1,2017,Part-Time,Male, 722 
Family & Community Services,Family & Community Services Agency 2,2017,Part-Time,Male, 5 
Family & Community Services,Family & Community Services Agency 3,2017,Part-Time,Male, 5 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 1",2017,Part-Time,Male, 351 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 2",2017,Part-Time,Male, 91 
Health,Health Agency 1,2017,Part-Time,Male, 6 
Health,Health Agency 10,2017,Part-Time,Male, 5 
Health,Health Agency 11,2017,Part-Time,Male, 10 
Health,Health Agency 12,2017,Part-Time,Male, 5 
Health,Health Agency 13,2017,Part-Time,Male, 216 
Health,Health Agency 14,2017,Part-Time,Male, 5 
Health,Health Agency 15,2017,Part-Time,Male, 6 
Health,Health Agency 16,2017,Part-Time,Male, 409 
Health,Health Agency 17,2017,Part-Time,Male, 585 
Health,Health Agency 18,2017,Part-Time,Male, 300 
Health,Health Agency 19,2017,Part-Time,Male, 92 
Health,Health Agency 2,2017,Part-Time,Male, 41 
Health,Health Agency 20,2017,Part-Time,Male, 6 
Health,Health Agency 21,2017,Part-Time,Male, 281 
Health,Health Agency 22,2017,Part-Time,Male, 6 
Health,Health Agency 23,2017,Part-Time,Male, 84 
Health,Health Agency 24,2017,Part-Time,Male, 217 
Health,Health Agency 25,2017,Part-Time,Male, 411 
Health,Health Agency 26,2017,Part-Time,Male, 544 
Health,Health Agency 27,2017,Part-Time,Male, 534 
Health,Health Agency 28,2017,Part-Time,Male, 454 
Health,Health Agency 29,2017,Part-Time,Male, 159 
Health,Health Agency 3,2017,Part-Time,Male, 94 
Health,Health Agency 30,2017,Part-Time,Male, 223 
Health,Health Agency 31,2017,Part-Time,Male, 854 
Health,Health Agency 32,2017,Part-Time,Male, 153 
Health,Health Agency 33,2017,Part-Time,Male, 454 
Health,Health Agency 4,2017,Part-Time,Male, 6 
Health,Health Agency 5,2017,Part-Time,Male, 6 
Health,Health Agency 6,2017,Part-Time,Male, 299 
Health,Health Agency 7,2017,Part-Time,Male, 6 
Health,Health Agency 8,2017,Part-Time,Male, 6 
Health,Health Agency 9,2017,Part-Time,Male, 7 
Industry,Industry Agency 1,2017,Part-Time,Male, 52 
Industry,Industry Agency 2,2017,Part-Time,Male, 5 
Industry,Industry Agency 3,2017,Part-Time,Male, 7 
Industry,Industry Agency 4,2017,Part-Time,Male, 6 
Industry,Industry Agency 5,2017,Part-Time,Male, 33 
Industry,Industry Agency 6,2017,Part-Time,Male, 9 
Industry,Industry Agency 7,2017,Part-Time,Male, 219 
Industry,Industry Agency 8,2017,Part-Time,Male, 6 
Justice,Justice Agency 1,2017,Part-Time,Male, 11 
Justice,Justice Agency 10,2017,Part-Time,Male, 6 
Justice,Justice Agency 11,2017,Part-Time,Male, 6 
Justice,Justice Agency 12,2017,Part-Time,Male, 6 
Justice,Justice Agency 13,2017,Part-Time,Male, 6 
Justice,Justice Agency 14,2017,Part-Time,Male, 6 
Justice,Justice Agency 2,2017,Part-Time,Male, 6 
Justice,Justice Agency 3,2017,Part-Time,Male, 137 
Justice,Justice Agency 4,2017,Part-Time,Male, 354 
Justice,Justice Agency 5,2017,Part-Time,Male, 5 
Justice,Justice Agency 6,2017,Part-Time,Male, 26 
Justice,Justice Agency 7,2017,Part-Time,Male, 8 
Justice,Justice Agency 8,2017,Part-Time,Male, 6 
Justice,Justice Agency 9,2017,Part-Time,Male, 152 
Planning & Environment,Planning & Environment Agency 1,2017,Part-Time,Male, 17 
Planning & Environment,Planning & Environment Agency 2,2017,Part-Time,Male, 26 
Planning & Environment,Planning & Environment Agency 3,2017,Part-Time,Male, 16 
Planning & Environment,Planning & Environment Agency 4,2017,Part-Time,Male, 6 
Planning & Environment,Planning & Environment Agency 5,2017,Part-Time,Male, 141 
Planning & Environment,Planning & Environment Agency 6,2017,Part-Time,Male, 13 
Planning & Environment,Planning & Environment Agency 7,2017,Part-Time,Male, 85 
Planning & Environment,Planning & Environment Agency 8,2017,Part-Time,Male, 16 
Premier & Cabinet,Premier & Cabinet Agency 1,2017,Part-Time,Male, 6 
Premier & Cabinet,Premier & Cabinet Agency 10,2017,Part-Time,Male, 5 
Premier & Cabinet,Premier & Cabinet Agency 11,2017,Part-Time,Male, 6 
Premier & Cabinet,Premier & Cabinet Agency 2,2017,Part-Time,Male, 8 
Premier & Cabinet,Premier & Cabinet Agency 3,2017,Part-Time,Male, 5 
Premier & Cabinet,Premier & Cabinet Agency 4,2017,Part-Time,Male, 6 
Premier & Cabinet,Premier & Cabinet Agency 5,2017,Part-Time,Male, 10 
Premier & Cabinet,Premier & Cabinet Agency 6,2017,Part-Time,Male, 5 
Premier & Cabinet,Premier & Cabinet Agency 7,2017,Part-Time,Male, 5 
Premier & Cabinet,Premier & Cabinet Agency 8,2017,Part-Time,Male, 7 
Premier & Cabinet,Premier & Cabinet Agency 9,2017,Part-Time,Male, 6 
Transport,Transport Agency 1,2017,Part-Time,Male, 55 
Transport,Transport Agency 2,2017,Part-Time,Male, 11 
Transport,Transport Agency 3,2017,Part-Time,Male, 500 
Transport,Transport Agency 4,2017,Part-Time,Male, 526 
Transport,Transport Agency 5,2017,Part-Time,Male, 699 
Transport,Transport Agency 6,2017,Part-Time,Male, 338 
Treasury,Treasury Agency 1,2017,Part-Time,Male, 6 
Treasury,Treasury Agency 2,2017,Part-Time,Male, 5 
Treasury,Treasury Agency 3,2017,Part-Time,Male, 6 
Education,Education Agency 1,2018,Full-Time,Female, 247 
Education,Education Agency 2,2018,Full-Time,Female," 2,666 "
Education,Education Agency 3,2018,Full-Time,Female, 13 
Education,Education Agency 4,2018,Full-Time,Female," 41,521 "
Family & Community Services,Family & Community Services Agency 1,2018,Full-Time,Female," 6,734 "
Family & Community Services,Family & Community Services Agency 2,2018,Full-Time,Female, 43 
Family & Community Services,Family & Community Services Agency 3,2018,Full-Time,Female, 91 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 1",2018,Full-Time,Female," 2,454 "
"Finance, Services & Innovation","Finance, Services & Innovation Agency 2",2018,Full-Time,Female," 1,240 "
Health,Health Agency 1,2018,Full-Time,Female, 102 
Health,Health Agency 10,2018,Full-Time,Female, 65 
Health,Health Agency 11,2018,Full-Time,Female, 116 
Health,Health Agency 12,2018,Full-Time,Female, 30 
Health,Health Agency 13,2018,Full-Time,Female," 2,376 "
Health,Health Agency 14,2018,Full-Time,Female, 106 
Health,Health Agency 15,2018,Full-Time,Female, 120 
Health,Health Agency 16,2018,Full-Time,Female," 3,196 "
Health,Health Agency 17,2018,Full-Time,Female," 6,173 "
Health,Health Agency 18,2018,Full-Time,Female," 2,899 "
Health,Health Agency 19,2018,Full-Time,Female, 766 
Health,Health Agency 2,2018,Full-Time,Female, 311 
Health,Health Agency 20,2018,Full-Time,Female, 18 
Health,Health Agency 21,2018,Full-Time,Female," 1,499 "
Health,Health Agency 22,2018,Full-Time,Female, 632 
Health,Health Agency 23,2018,Full-Time,Female," 1,652 "
Health,Health Agency 24,2018,Full-Time,Female," 2,716 "
Health,Health Agency 25,2018,Full-Time,Female," 1,572 "
Health,Health Agency 26,2018,Full-Time,Female," 5,198 "
Health,Health Agency 27,2018,Full-Time,Female," 6,452 "
Health,Health Agency 28,2018,Full-Time,Female," 6,903 "
Health,Health Agency 29,2018,Full-Time,Female, 929 
Health,Health Agency 3,2018,Full-Time,Female," 2,012 "
Health,Health Agency 30,2018,Full-Time,Female," 3,130 "
Health,Health Agency 31,2018,Full-Time,Female," 5,121 "
Health,Health Agency 32,2018,Full-Time,Female," 2,836 "
Health,Health Agency 33,2018,Full-Time,Female," 6,866 "
Health,Health Agency 4,2018,Full-Time,Female, 27 
Health,Health Agency 5,2018,Full-Time,Female, 175 
Health,Health Agency 6,2018,Full-Time,Female," 2,852 "
Health,Health Agency 7,2018,Full-Time,Female, 66 
Health,Health Agency 8,2018,Full-Time,Female, 308 
Health,Health Agency 9,2018,Full-Time,Female, 436 
Industry,Industry Agency 1,2018,Full-Time,Female," 1,977 "
Industry,Industry Agency 2,2018,Full-Time,Female, 126 
Industry,Industry Agency 3,2018,Full-Time,Female, 95 
Industry,Industry Agency 4,2018,Full-Time,Female, 28 
Industry,Industry Agency 5,2018,Full-Time,Female, 333 
Industry,Industry Agency 6,2018,Full-Time,Female, 33 
Industry,Industry Agency 7,2018,Full-Time,Female," 2,941 "
Industry,Industry Agency 8,2018,Full-Time,Female, 206 
Justice,Justice Agency 1,2018,Full-Time,Female, 92 
Justice,Justice Agency 10,2018,Full-Time,Female, 479 
Justice,Justice Agency 11,2018,Full-Time,Female, 291 
Justice,Justice Agency 12,2018,Full-Time,Female, 175 
Justice,Justice Agency 13,2018,Full-Time,Female, 15 
Justice,Justice Agency 14,2018,Full-Time,Female, 118 
Justice,Justice Agency 2,2018,Full-Time,Female, 236 
Justice,Justice Agency 3,2018,Full-Time,Female," 6,446 "
Justice,Justice Agency 4,2018,Full-Time,Female, 528 
Justice,Justice Agency 5,2018,Full-Time,Female, 10 
Justice,Justice Agency 6,2018,Full-Time,Female, 748 
Justice,Justice Agency 7,2018,Full-Time,Female, 172 
Justice,Justice Agency 8,2018,Full-Time,Female, 61 
Justice,Justice Agency 9,2018,Full-Time,Female," 6,030 "
Planning & Environment,Planning & Environment Agency 1,2018,Full-Time,Female, 106 
Planning & Environment,Planning & Environment Agency 2,2018,Full-Time,Female, 955 
Planning & Environment,Planning & Environment Agency 3,2018,Full-Time,Female, 288 
Planning & Environment,Planning & Environment Agency 4,2018,Full-Time,Female, 73 
Planning & Environment,Planning & Environment Agency 5,2018,Full-Time,Female," 1,324 "
Planning & Environment,Planning & Environment Agency 6,2018,Full-Time,Female, 54 
Planning & Environment,Planning & Environment Agency 7,2018,Full-Time,Female, 222 
Planning & Environment,Planning & Environment Agency 8,2018,Full-Time,Female, 792 
Premier & Cabinet,Premier & Cabinet Agency 1,2018,Full-Time,Female, 30 
Premier & Cabinet,Premier & Cabinet Agency 10,2018,Full-Time,Female, 30 
Premier & Cabinet,Premier & Cabinet Agency 11,2018,Full-Time,Female, 85 
Premier & Cabinet,Premier & Cabinet Agency 2,2018,Full-Time,Female, 407 
Premier & Cabinet,Premier & Cabinet Agency 3,2018,Full-Time,Female, 116 
Premier & Cabinet,Premier & Cabinet Agency 4,2018,Full-Time,Female, 55 
Premier & Cabinet,Premier & Cabinet Agency 5,2018,Full-Time,Female, 42 
Premier & Cabinet,Premier & Cabinet Agency 6,2018,Full-Time,Female, 10 
Premier & Cabinet,Premier & Cabinet Agency 7,2018,Full-Time,Female, 83 
Premier & Cabinet,Premier & Cabinet Agency 8,2018,Full-Time,Female, 391 
Premier & Cabinet,Premier & Cabinet Agency 9,2018,Full-Time,Female, 137 
Transport,Transport Agency 1,2018,Full-Time,Female, 472 
Transport,Transport Agency 2,2018,Full-Time,Female, 57 
Transport,Transport Agency 3,2018,Full-Time,Female," 1,341 "
Transport,Transport Agency 4,2018,Full-Time,Female, 262 
Transport,Transport Agency 5,2018,Full-Time,Female," 1,922 "
Transport,Transport Agency 6,2018,Full-Time,Female," 1,983 "
Treasury,Treasury Agency 1,2018,Full-Time,Female, 492 
Treasury,Treasury Agency 2,2018,Full-Time,Female, 21 
Treasury,Treasury Agency 3,2018,Full-Time,Female, 274 
Education,Education Agency 1,2018,Full-Time,Male, 123 
Education,Education Agency 2,2018,Full-Time,Male," 2,294 "
Education,Education Agency 3,2018,Full-Time,Male, 6 
Education,Education Agency 4,2018,Full-Time,Male," 13,645 "
Family & Community Services,Family & Community Services Agency 1,2018,Full-Time,Male," 2,240 "
Family & Community Services,Family & Community Services Agency 2,2018,Full-Time,Male, 20 
Family & Community Services,Family & Community Services Agency 3,2018,Full-Time,Male, 36 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 1",2018,Full-Time,Male," 2,100 "
"Finance, Services & Innovation","Finance, Services & Innovation Agency 2",2018,Full-Time,Male, 666 
Health,Health Agency 1,2018,Full-Time,Male, 38 
Health,Health Agency 10,2018,Full-Time,Male, 28 
Health,Health Agency 11,2018,Full-Time,Male, 37 
Health,Health Agency 12,2018,Full-Time,Male, 36 
Health,Health Agency 13,2018,Full-Time,Male," 1,193 "
Health,Health Agency 14,2018,Full-Time,Male, 21 
Health,Health Agency 15,2018,Full-Time,Male, 74 
Health,Health Agency 16,2018,Full-Time,Male," 2,034 "
Health,Health Agency 17,2018,Full-Time,Male," 2,217 "
Health,Health Agency 18,2018,Full-Time,Male," 1,214 "
Health,Health Agency 19,2018,Full-Time,Male, 358 
Health,Health Agency 2,2018,Full-Time,Male, 96 
Health,Health Agency 20,2018,Full-Time,Male, 5 
Health,Health Agency 21,2018,Full-Time,Male, 622 
Health,Health Agency 22,2018,Full-Time,Male, 259 
Health,Health Agency 23,2018,Full-Time,Male, 531 
Health,Health Agency 24,2018,Full-Time,Male," 1,115 "
Health,Health Agency 25,2018,Full-Time,Male, 829 
Health,Health Agency 26,2018,Full-Time,Male," 2,068 "
Health,Health Agency 27,2018,Full-Time,Male," 2,802 "
Health,Health Agency 28,2018,Full-Time,Male," 2,492 "
Health,Health Agency 29,2018,Full-Time,Male, 355 
Health,Health Agency 3,2018,Full-Time,Male," 3,080 "
Health,Health Agency 30,2018,Full-Time,Male, 857 
Health,Health Agency 31,2018,Full-Time,Male," 2,155 "
Health,Health Agency 32,2018,Full-Time,Male," 1,006 "
Health,Health Agency 33,2018,Full-Time,Male," 2,776 "
Health,Health Agency 4,2018,Full-Time,Male, 14 
Health,Health Agency 5,2018,Full-Time,Male, 52 
Health,Health Agency 6,2018,Full-Time,Male," 1,121 "
Health,Health Agency 7,2018,Full-Time,Male, 27 
Health,Health Agency 8,2018,Full-Time,Male, 491 
Health,Health Agency 9,2018,Full-Time,Male, 149 
Industry,Industry Agency 1,2018,Full-Time,Male," 2,038 "
Industry,Industry Agency 2,2018,Full-Time,Male, 481 
Industry,Industry Agency 3,2018,Full-Time,Male, 295 
Industry,Industry Agency 4,2018,Full-Time,Male, 42 
Industry,Industry Agency 5,2018,Full-Time,Male, 517 
Industry,Industry Agency 6,2018,Full-Time,Male, 68 
Industry,Industry Agency 7,2018,Full-Time,Male," 1,612 "
Industry,Industry Agency 8,2018,Full-Time,Male, 597 
Justice,Justice Agency 1,2018,Full-Time,Male, 84 
Justice,Justice Agency 10,2018,Full-Time,Male, 295 
Justice,Justice Agency 11,2018,Full-Time,Male, 676 
Justice,Justice Agency 12,2018,Full-Time,Male, 154 
Justice,Justice Agency 13,2018,Full-Time,Male, 27 
Justice,Justice Agency 14,2018,Full-Time,Male, 81 
Justice,Justice Agency 2,2018,Full-Time,Male, 92 
Justice,Justice Agency 3,2018,Full-Time,Male," 7,172 "
Justice,Justice Agency 4,2018,Full-Time,Male," 3,245 "
Justice,Justice Agency 5,2018,Full-Time,Male, 8 
Justice,Justice Agency 6,2018,Full-Time,Male, 314 
Justice,Justice Agency 7,2018,Full-Time,Male, 108 
Justice,Justice Agency 8,2018,Full-Time,Male, 58 
Justice,Justice Agency 9,2018,Full-Time,Male," 14,762 "
Planning & Environment,Planning & Environment Agency 1,2018,Full-Time,Male, 68 
Planning & Environment,Planning & Environment Agency 2,2018,Full-Time,Male, 931 
Planning & Environment,Planning & Environment Agency 3,2018,Full-Time,Male, 280 
Planning & Environment,Planning & Environment Agency 4,2018,Full-Time,Male, 87 
Planning & Environment,Planning & Environment Agency 5,2018,Full-Time,Male," 2,078 "
Planning & Environment,Planning & Environment Agency 6,2018,Full-Time,Male, 62 
Planning & Environment,Planning & Environment Agency 7,2018,Full-Time,Male, 219 
Planning & Environment,Planning & Environment Agency 8,2018,Full-Time,Male," 1,855 "
Premier & Cabinet,Premier & Cabinet Agency 1,2018,Full-Time,Male, 28 
Premier & Cabinet,Premier & Cabinet Agency 10,2018,Full-Time,Male, 15 
Premier & Cabinet,Premier & Cabinet Agency 11,2018,Full-Time,Male, 42 
Premier & Cabinet,Premier & Cabinet Agency 2,2018,Full-Time,Male, 257 
Premier & Cabinet,Premier & Cabinet Agency 3,2018,Full-Time,Male, 24 
Premier & Cabinet,Premier & Cabinet Agency 4,2018,Full-Time,Male, 65 
Premier & Cabinet,Premier & Cabinet Agency 5,2018,Full-Time,Male, 27 
Premier & Cabinet,Premier & Cabinet Agency 6,2018,Full-Time,Male, 8 
Premier & Cabinet,Premier & Cabinet Agency 7,2018,Full-Time,Male, 73 
Premier & Cabinet,Premier & Cabinet Agency 8,2018,Full-Time,Male, 469 
Premier & Cabinet,Premier & Cabinet Agency 9,2018,Full-Time,Male, 53 
Transport,Transport Agency 1,2018,Full-Time,Male," 1,669 "
Transport,Transport Agency 2,2018,Full-Time,Male, 288 
Transport,Transport Agency 3,2018,Full-Time,Male," 4,157 "
Transport,Transport Agency 4,2018,Full-Time,Male," 4,240 "
Transport,Transport Agency 5,2018,Full-Time,Male," 7,845 "
Transport,Transport Agency 6,2018,Full-Time,Male," 1,945 "
Treasury,Treasury Agency 1,2018,Full-Time,Male, 288 
Treasury,Treasury Agency 2,2018,Full-Time,Male, 18 
Treasury,Treasury Agency 3,2018,Full-Time,Male, 278 
Education,Education Agency 1,2018,Part-Time,Female, 33 
Education,Education Agency 2,2018,Part-Time,Female, 764 
Education,Education Agency 3,2018,Part-Time,Female," 19,110 "
Education,Education Agency 4,2018,Part-Time,Female," 19,249 "
Family & Community Services,Family & Community Services Agency 1,2018,Part-Time,Female," 1,370 "
Family & Community Services,Family & Community Services Agency 2,2018,Part-Time,Female, 5 
Family & Community Services,Family & Community Services Agency 3,2018,Part-Time,Female, 24 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 1",2018,Part-Time,Female, 845 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 2",2018,Part-Time,Female, 523 
Health,Health Agency 1,2018,Part-Time,Female, 27 
Health,Health Agency 10,2018,Part-Time,Female, 9 
Health,Health Agency 11,2018,Part-Time,Female, 22 
Health,Health Agency 12,2018,Part-Time,Female, 6 
Health,Health Agency 13,2018,Part-Time,Female," 1,273 "
Health,Health Agency 14,2018,Part-Time,Female, 6 
Health,Health Agency 15,2018,Part-Time,Female, 11 
Health,Health Agency 16,2018,Part-Time,Female," 1,969 "
Health,Health Agency 17,2018,Part-Time,Female," 5,830 "
Health,Health Agency 18,2018,Part-Time,Female," 2,441 "
Health,Health Agency 19,2018,Part-Time,Female, 369 
Health,Health Agency 2,2018,Part-Time,Female, 409 
Health,Health Agency 20,2018,Part-Time,Female, 6 
Health,Health Agency 21,2018,Part-Time,Female," 1,604 "
Health,Health Agency 22,2018,Part-Time,Female, 35 
Health,Health Agency 23,2018,Part-Time,Female," 1,489 "
Health,Health Agency 24,2018,Part-Time,Female," 1,424 "
Health,Health Agency 25,2018,Part-Time,Female," 2,464 "
Health,Health Agency 26,2018,Part-Time,Female," 2,969 "
Health,Health Agency 27,2018,Part-Time,Female," 2,998 "
Health,Health Agency 28,2018,Part-Time,Female," 2,739 "
Health,Health Agency 29,2018,Part-Time,Female," 1,246 "
Health,Health Agency 3,2018,Part-Time,Female, 142 
Health,Health Agency 30,2018,Part-Time,Female," 1,722 "
Health,Health Agency 31,2018,Part-Time,Female," 2,985 "
Health,Health Agency 32,2018,Part-Time,Female," 1,854 "
Health,Health Agency 33,2018,Part-Time,Female," 2,464 "
Health,Health Agency 4,2018,Part-Time,Female, 5 
Health,Health Agency 5,2018,Part-Time,Female, 35 
Health,Health Agency 6,2018,Part-Time,Female," 2,260 "
Health,Health Agency 7,2018,Part-Time,Female, 13 
Health,Health Agency 8,2018,Part-Time,Female, 13 
Health,Health Agency 9,2018,Part-Time,Female, 163 
Industry,Industry Agency 1,2018,Part-Time,Female, 404 
Industry,Industry Agency 2,2018,Part-Time,Female, 5 
Industry,Industry Agency 3,2018,Part-Time,Female, 53 
Industry,Industry Agency 4,2018,Part-Time,Female, 14 
Industry,Industry Agency 5,2018,Part-Time,Female, 165 
Industry,Industry Agency 6,2018,Part-Time,Female, 10 
Industry,Industry Agency 7,2018,Part-Time,Female, 5 
Industry,Industry Agency 8,2018,Part-Time,Female, 43 
Justice,Justice Agency 1,2018,Part-Time,Female, 39 
Justice,Justice Agency 10,2018,Part-Time,Female, 98 
Justice,Justice Agency 11,2018,Part-Time,Female, 60 
Justice,Justice Agency 12,2018,Part-Time,Female, 24 
Justice,Justice Agency 13,2018,Part-Time,Female, 6 
Justice,Justice Agency 14,2018,Part-Time,Female, 39 
Justice,Justice Agency 2,2018,Part-Time,Female, 87 
Justice,Justice Agency 3,2018,Part-Time,Female, 909 
Justice,Justice Agency 4,2018,Part-Time,Female, 44 
Justice,Justice Agency 5,2018,Part-Time,Female, 7 
Justice,Justice Agency 6,2018,Part-Time,Female, 282 
Justice,Justice Agency 7,2018,Part-Time,Female, 77 
Justice,Justice Agency 8,2018,Part-Time,Female, 19 
Justice,Justice Agency 9,2018,Part-Time,Female," 1,883 "
Planning & Environment,Planning & Environment Agency 1,2018,Part-Time,Female, 59 
Planning & Environment,Planning & Environment Agency 2,2018,Part-Time,Female, 212 
Planning & Environment,Planning & Environment Agency 3,2018,Part-Time,Female, 91 
Planning & Environment,Planning & Environment Agency 4,2018,Part-Time,Female, 16 
Planning & Environment,Planning & Environment Agency 5,2018,Part-Time,Female, 598 
Planning & Environment,Planning & Environment Agency 6,2018,Part-Time,Female, 19 
Planning & Environment,Planning & Environment Agency 7,2018,Part-Time,Female, 120 
Planning & Environment,Planning & Environment Agency 8,2018,Part-Time,Female, 136 
Premier & Cabinet,Premier & Cabinet Agency 1,2018,Part-Time,Female, 6 
Premier & Cabinet,Premier & Cabinet Agency 10,2018,Part-Time,Female, 10 
Premier & Cabinet,Premier & Cabinet Agency 11,2018,Part-Time,Female, 18 
Premier & Cabinet,Premier & Cabinet Agency 2,2018,Part-Time,Female, 87 
Premier & Cabinet,Premier & Cabinet Agency 3,2018,Part-Time,Female, 18 
Premier & Cabinet,Premier & Cabinet Agency 4,2018,Part-Time,Female, 22 
Premier & Cabinet,Premier & Cabinet Agency 5,2018,Part-Time,Female, 10 
Premier & Cabinet,Premier & Cabinet Agency 6,2018,Part-Time,Female, 5 
Premier & Cabinet,Premier & Cabinet Agency 7,2018,Part-Time,Female, 5 
Premier & Cabinet,Premier & Cabinet Agency 8,2018,Part-Time,Female, 64 
Premier & Cabinet,Premier & Cabinet Agency 9,2018,Part-Time,Female, 47 
Transport,Transport Agency 1,2018,Part-Time,Female, 108 
Transport,Transport Agency 2,2018,Part-Time,Female, 21 
Transport,Transport Agency 3,2018,Part-Time,Female, 723 
Transport,Transport Agency 4,2018,Part-Time,Female, 57 
Transport,Transport Agency 5,2018,Part-Time,Female, 216 
Transport,Transport Agency 6,2018,Part-Time,Female, 220 
Treasury,Treasury Agency 1,2018,Part-Time,Female, 75 
Treasury,Treasury Agency 2,2018,Part-Time,Female, 6 
Treasury,Treasury Agency 3,2018,Part-Time,Female, 49 
Education,Education Agency 1,2018,Part-Time,Male, 7 
Education,Education Agency 2,2018,Part-Time,Male," 1,687 "
Education,Education Agency 3,2018,Part-Time,Male," 2,501 "
Education,Education Agency 4,2018,Part-Time,Male," 4,588 "
Family & Community Services,Family & Community Services Agency 1,2018,Part-Time,Male, 103 
Family & Community Services,Family & Community Services Agency 2,2018,Part-Time,Male, 5 
Family & Community Services,Family & Community Services Agency 3,2018,Part-Time,Male, 5 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 1",2018,Part-Time,Male, 604 
"Finance, Services & Innovation","Finance, Services & Innovation Agency 2",2018,Part-Time,Male, 86 
Health,Health Agency 1,2018,Part-Time,Male, 6 
Health,Health Agency 10,2018,Part-Time,Male, 6 
Health,Health Agency 11,2018,Part-Time,Male, 8 
Health,Health Agency 12,2018,Part-Time,Male, 5 
Health,Health Agency 13,2018,Part-Time,Male, 231 
Health,Health Agency 14,2018,Part-Time,Male, 6 
Health,Health Agency 15,2018,Part-Time,Male, 6 
Health,Health Agency 16,2018,Part-Time,Male, 493 
